tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
315	BOR006	702.823	703.952	1.129	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	che:: ti ricordi?	che:: ti ricordi?	che ti ricordi
316	BOR006	704.261	706.283	2.022	True	0	0	0	0	0	0	False	False	False	False	True	317=0.600	0	0	0	9	la prima volta che sei stato a san lu:ca	la prima volta che sei stato a san lu:ca	la prima volta che sei stato a san luca
317	BOI049	705.683	706.306	0.623	True	0	0	0	0	0	0	False	False	False	False	True	316=0.600	0	1	0	0	((tossisce))	{tossisce}	{tossisce}
318	BOI049	706.934	707.319	0.385	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
319	BOI049	707.772	708.622	0.85	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	ero un bambi:no	ero un bambi:no	ero un bambino
320	BOI049	708.808	709.229	0.421	True	0	0	0	0	0	0	False	False	False	False	True	321=0.255	0	1	0	0	((respira rumorosamente))	{respira_rumorosamente}	{respira_rumorosamente}
321	BOR006	708.953	709.208	0.255	True	0	0	0	0	0	0	False	False	False	False	True	320=0.255	0	0	0	1	mh	mh	mh
322	BOI049	709.698	711.267	1.569	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	con e:: con i miei genito:ri	con e:: con i miei genito:ri	con e con i miei genitori
323	BOI049	713.308	714.477	1.169	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	°e:: m::h°	°e:: m::h°	e mh
324	BOI049	714.976	718.816	3.84	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	6	molto be:llo sì:: m::h c'è tutta la::	molto be:llo sì:: m::h c'è tutta la::	molto bello sì mh c'è tutta la
325	BOI049	719.708	721.425	1.717	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	la salita da fa:re::	la salita da fa:re::	la salita da fare
326	BOI049	722.78	725.5	2.72	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	mi ricordo che da bambino sembrava:::	mi ricordo che da bambino sembrava:::	mi ricordo che da bambino sembrava
327	BOI049	725.893	726.859	0.966	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	intermina:bile	intermina:bile	interminabile
328	BOR006	726.859	727.62	0.761	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
329	BOR006	728.463	731.495	3.032	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	sì anche per me non è me lo se~ me lo sembra: ancora: ade:sso	sì anche per me non è me lo se~ me lo sembra: ancora: ade:sso	sì anche per me non è me lo se~ me lo sembra ancora adesso
330	BOI049	731.56	732.012	0.452	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
331	BOI049	732.133	733.198	1.065	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	ma adesso me:no x	ma adesso me:no x	ma adesso meno x
332	BOR006	733.347	734.072	0.725	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
333	BOR006	735.384	740.618	5.234	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	e:: >quindi< hai dei ricordi:: legati alla prima volta di questa salita intermina:bile::?	e:: >quindi< hai dei ricordi:: legati alla prima volta di questa salita intermina:bile::?	e quindi hai dei ricordi legati alla prima volta di questa salita interminabile
334	BOI049	741.68	742.778	1.098	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	°sì questo:°	°sì questo:°	sì questo
335	BOI049	744.819	747.18	2.361	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	poi quando arrivi su si vede:::	poi quando arrivi su si vede:::	poi quando arrivi su si vede
336	BOI049	747.494	749.692	2.198	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	tutto un panorama: molto be:llo sì	tutto un panorama: molto be:llo sì	tutto un panorama molto bello sì
337	BOR006	750.023	750.398	0.375	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m:h	m:h	mh
338	BOR006	752.546	754.769	2.223	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	e:: >quindi< è un ricordo positi:vo?	e:: >quindi< è un ricordo positi:vo?	e quindi è un ricordo positivo
339	BOI049	754.87	755.161	0.291	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
340	BOR006	755.161	755.819	0.658	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(°onesto°)	(°onesto°)	onesto
341	BOR006	756.745	758.516	1.771	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	poi ci sei più:: tornato?	poi ci sei più:: tornato?	poi ci sei più tornato
342	BOI049	759.002	761.929	2.927	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	sì: ci son stato: diverse vo:lte °sì sì°	sì: ci son stato: diverse vo:lte °sì sì°	sì ci son stato diverse volte sì sì
343	BOR006	763.731	765.088	1.357	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	caso:: con la scuo:la?	caso:: con la scuo:la?	caso con la scuola
344	BOR006	765.743	766.549	0.806	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	°è capitato°?	°è capitato°?	è capitato
345	BOI049	766.549	769.055	2.506	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	con la scuo:la mi sembra una volta: m::h	con la scuo:la mi sembra una volta: m::h	con la scuola mi sembra una volta mh
346	BOI049	769.403	770.045	0.642	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	s:ì:	s:ì:	sì
347	BOI049	770.595	772.815	2.22	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	mi sembra di ricorda:re °sì:::°	mi sembra di ricorda:re °sì:::°	mi sembra di ricordare sì
348	BOI049	773.229	775.332	2.103	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	che ci son stato anche: °con la scuola sì°	che ci son stato anche: °con la scuola sì°	che ci son stato anche con la scuola sì
349	BOR006	776.313	777.973	1.66	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	c(io)è a me m~ portano::	c(io)è a me m~ portano::	cioè a me m~ portano
350	BOR006	778.188	778.901	0.713	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	portavano	portavano	portavano
351	BOR006	779.007	781.378	2.371	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	sempre a san luca quando non aveva::	sempre a san luca quando non aveva::	sempre a san luca quando non aveva
352	BOI049	781.378	781.824	0.446	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
353	BOR006	781.928	785.25	3.322	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	9	vo:glia il professore di educazione fisica di fare lezio:ne ((ride))	vo:glia il professore di educazione fisica di fare lezio:ne {ride}	voglia il professore di educazione fisica di fare lezione {ride}
354	BOI049	785.25	785.81	0.56	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	ho capito	ho capito	ho capito
355	BOR006	786.222	787.48	1.258	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e:: ci portava lì	e:: ci portava lì	e ci portava lì
356	BOR006	789.305	792.44	3.135	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	9	e: quello valeva come lezio:ne ((ride)) di: di educazione f[isica]	e: quello valeva come lezio:ne {ride} di: di educazione f[isica]	e quello valeva come lezione {ride} di di educazione fisica
357	BOI049	792.008	793.416	1.408	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[beh] effettivamente sì	[beh] effettivamente sì	beh effettivamente sì
358	BOR006	793.55	794.289	0.739	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
359	BOI049	794.956	796.229	1.273	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	è (u)na be:lla scarpina(ta)	è (u)na be:lla scarpina(ta)	è una bella scarpinata
360	BOR006	796.787	799.21	2.423	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	sì, assolutamente una bella scarpinata	sì, assolutamente una bella scarpinata	sì assolutamente una bella scarpinata
361	BOR006	800.404	803.369	2.965	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e:: invece tornando sempre: mh sui po:rtici	e:: invece tornando sempre: mh sui po:rtici	e invece tornando sempre mh sui portici
362	BOR006	803.739	805.678	1.939	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	più in genera:le quelli del ce:ntro::	più in genera:le quelli del ce:ntro::	più in generale quelli del centro
363	BOR006	806.226	806.841	0.615	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:: m:h	e:: m:h	e mh
364	BOR006	806.881	811.031	4.15	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	ti sembrano cambia:ti? oppure:: sono rimasti più o meno gli ste:ssi	ti sembrano cambia:ti? oppure:: sono rimasti più o meno gli ste:ssi	ti sembrano cambiati oppure sono rimasti più o meno gli stessi
365	BOI049	811.141	814.303	3.162	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	no: a me sembra:: che non siano cambiati c(io)è::	no: a me sembra:: che non siano cambiati c(io)è::	no a me sembra che non siano cambiati cioè
366	BOI049	814.729	816.078	1.349	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	(al)meno io:::	(al)meno io:::	almeno io
367	BOI049	816.201	818.083	1.882	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	me li ricordo sempre così m::h	me li ricordo sempre così m::h	me li ricordo sempre così mh
368	BOI049	818.511	819.231	0.72	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	no:n:	no:n:	non
369	BOI049	820.35	823.01	2.66	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	non ho notato grandi:: differenze:	non ho notato grandi:: differenze:	non ho notato grandi differenze
370	BOR006	823.75	823.968	0.218	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
371	BOI049	823.968	825.595	1.627	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	da quando ero piccolo: mh	da quando ero piccolo: mh	da quando ero piccolo mh
372	BOI049	826.01	826.979	0.969	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	°adesso mh°	°adesso mh°	adesso mh
373	BOI049	827.156	828.037	0.881	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	direi proprio di no	direi proprio di no	direi proprio di no
374	BOR006	828.299	828.858	0.559	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
375	BOR006	829.687	830.138	0.451	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(qu)indi	(qu)indi	quindi
376	BOR006	830.209	831.991	1.782	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	sono sempre stati un po':	sono sempre stati un po':	sono sempre stati un po'
377	BOR006	832.138	834.128	1.99	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	2	diciamo imbrattati:: ((ride))	diciamo imbrattati:: {ride}	diciamo imbrattati {ride}
378	BOI049	834.594	841.241	6.647	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	18	ma quello per me non è un problema [c(io)è le scri:]tte sui mu:ri non mi interessano °proprio niente°	ma quello per me non è un problema [c(io)è le scri:]tte sui mu:ri non mi interessano °proprio niente°	ma quello per me non è un problema cioè le scritte sui muri non mi interessano proprio niente
379	BOR006	836.115	837.003	0.888	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	[n~ neanche per me]	[n~ neanche per me]	n~ neanche per me
380	BOI049	842.061	842.729	0.668	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	c(io)è m:h	c(io)è m:h	cioè mh
381	BOI049	843.176	845.503	2.327	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	anzi i graffiti mi pia:cciono quello::	anzi i graffiti mi pia:cciono quello::	anzi i graffiti mi piacciono quello
382	BOI049	846.338	847.093	0.755	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	quello proprio	quello proprio	quello proprio
383	BOI049	847.647	853.6	5.953	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	sì, eviterei di farli sui:: monumenti ecco quello:: °sicuramen[(te) >però<] per il resto: m:h°	sì, eviterei di farli sui:: monumenti ecco quello:: °sicuramen[(te) >però<] per il resto: m:h°	sì eviterei di farli sui monumenti ecco quello sicuramente però per il resto mh
384	BOR006	851.413	851.82	0.407	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[sì]	[sì]	sì
385	BOR006	855.185	856.234	1.049	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	però dai, penso che	però dai, penso che	però dai penso che
386	BOR006	856.717	861.548	4.831	True	0	0	0	0	0	0	False	False	False	False	False		0	1	2	8	anche l'une:sco sia d'acco:rdo visto che ((ride)) li ha nominati patrimonio:	anche l'une:sco sia d'acco:rdo visto che {ride} li ha nominati patrimonio:	anche l'une:sco sia d'acco:rdo visto che {ride} li ha nominati patrimonio
387	BOI049	862.051	863.414	1.363	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	beh certo e::h	beh certo e::h	beh certo eh
388	BOI049	863.849	865.504	1.655	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	sono i portici:::	sono i portici:::	sono i portici
389	BOI049	865.867	867.918	2.051	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	più lunghi del mo:ndo qui a bologna::	più lunghi del mo:ndo qui a bologna::	più lunghi del mondo qui a bologna
390	BOR006	868.696	869.08	0.384	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
391	BOR006	870.304	871.238	0.934	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	sì non è male	sì non è male	sì non è male
392	BOR006	871.604	872.445	0.841	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	ma infatti	ma infatti	ma infatti
393	BOR006	872.739	873.295	0.556	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::h	e::h	eh
394	BOR006	873.673	874.143	0.47	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	avevo:	avevo:	avevo
395	BOR006	874.695	875.632	0.937	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	una doma:nda	una doma:nda	una domanda
396	BOR006	875.819	876.147	0.328	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	su	su	su
397	BOR006	876.199	876.837	0.638	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	quando	quando	quando
398	BOR006	877.006	879.686	2.68	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	se ti è capita:to quando vai in altre città	se ti è capita:to quando vai in altre città	se ti è capitato quando vai in altre città
399	BOR006	880.196	880.552	0.356	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e	e	e
400	BOR006	880.81	881.406	0.596	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	se ti	se ti	se ti
401	BOR006	881.494	883.987	2.493	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	m::h fa strano non vedere i po:rtici	m::h fa strano non vedere i po:rtici	mh fa strano non vedere i portici
402	BOI049	884.106	884.602	0.496	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	s:ì	s:ì	sì
403	BOI049	884.894	885.557	0.663	True	0	0	0	0	0	0	False	False	False	False	True	404=0.360	0	1	0	0	((ride))	{ride}	{ride}
404	BOR006	885.197	887.331	2.134	True	0	0	0	0	0	0	False	False	False	False	True	403=0.360	0	1	0	5	perché: ((ride)) a me succede sempre:	perché: {ride} a me succede sempre:	perché {ride} a me succede sempre
405	BOI049	887.331	890.051	2.72	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	sì è ve:ro: sembra una cosa::	sì è ve:ro: sembra una cosa::	sì è vero sembra una cosa
406	BOI049	890.476	893.027	2.551	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	e:h così: norma:le per noi che	e:h così: norma:le per noi che	eh così normale per noi che
407	BOI049	894.247	896.702	2.455	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	che siamo qui: a bolo:gna che::	che siamo qui: a bolo:gna che::	che siamo qui a bologna che
408	BOI049	897.179	900.006	2.827	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	5	effettivamente:: sì è strano non ((ride))	effettivamente:: sì è strano non {ride}	effettivamente sì è strano non {ride}
409	BOI049	900.228	900.574	0.346	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
410	BOI049	900.875	902.919	2.044	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	non vederli: dappertutto ecco	non vederli: dappertutto ecco	non vederli dappertutto ecco
411	BOR006	903.614	904.096	0.482	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[ve:ro]	[ve:ro]	vero
412	BOI049	903.614	904.096	0.482	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[sì]	[sì]	sì
413	BOR006	905.451	906.113	0.662	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	0	(d'a)ccordo	(d'a)ccordo	d'accordo
414	BOR006	906.694	907.26	0.566	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::	e::	e
415	BOR006	907.374	908.275	0.901	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	(qu)esta invece:	(qu)esta invece:	questa invece
416	BOR006	908.932	911.427	2.495	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	s~ restando sempre su:: sui po:rtici	s~ restando sempre su:: sui po:rtici	s~ restando sempre su sui portici
417	BOR006	911.927	915.127	3.2	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	9	se sai per caso qual è l'ori:gine o lo sco:po	se sai per caso qual è l'ori:gine o lo sco:po	se sai per caso qual è l'ori:gine o lo scopo
418	BOR006	915.313	916.034	0.721	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	che avevano	che avevano	che avevano
419	BOR006	916.439	917.527	1.088	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e::h in passato	e::h in passato	eh in passato
420	BOI049	917.945	921.257	3.312	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	allora so che sono:: mh, risa:lgono:: mh	allora so che sono:: mh, risa:lgono:: mh	allora so che sono mh risalgono mh
421	BOI049	921.565	926.021	4.456	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	al medioe:vo c(io)è [al] basso medioe:vo mi sembra o qualcosa del genere	al medioe:vo c(io)è [al] basso medioe:vo mi sembra o qualcosa del genere	al medioevo cioè al basso medioevo mi sembra o qualcosa del genere
422	BOR006	922.854	923.141	0.287	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[mh]	[mh]	mh
423	BOR006	926.021	926.487	0.466	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
424	BOI049	927.436	932.14	4.704	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	e avevano lo sco:po di proteggere::: dalla pioggia e:: dal so:le	e avevano lo sco:po di proteggere::: dalla pioggia e:: dal so:le	e avevano lo scopo di proteggere dalla pioggia e dal sole
425	BOR006	932.313	932.66	0.347	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
426	BOR006	934.357	936.405	2.048	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	6	per esempio io non lo sapevo ((ride))	per esempio io non lo sapevo {ride}	per esempio io non lo sapevo {ride}
427	BOR006	936.609	937.919	1.31	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	quando risalissero	quando risalissero	quando risalissero
428	BOI049	938.917	941.68	2.763	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	7	>sì sì< l'epoca è quella sì, medioevo: e:h	>sì sì< l'epoca è quella sì, medioevo: e:h	sì sì l'epoca è quella sì medioevo eh
429	BOR006	941.68	941.949	0.269	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
430	BOR006	943.329	943.79	0.461	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(hanno)	(hanno)	hanno
431	BOR006	944.305	944.548	0.243	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	s~	s~	s~
432	BOR006	944.783	948.034	3.251	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	per essere del medioevo secondo me si sono tenuti be:ne	per essere del medioevo secondo me si sono tenuti be:ne	per essere del medioevo secondo me si sono tenuti bene
433	BOI049	948.638	948.946	0.308	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
434	BOI049	949.267	950.412	1.145	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	poi naturalmente	poi naturalmente	poi naturalmente
435	BOI049	950.507	953.701	3.194	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	i pri:mi sono del medioevo, poi dopo anche::	i pri:mi sono del medioevo, poi dopo anche::	i primi sono del medioevo poi dopo anche
436	BOI049	954.316	956.968	2.652	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	durante tutto il rinascime:nto e::h	durante tutto il rinascime:nto e::h	durante tutto il rinascimento eh
437	BOI049	957.33	959.807	2.477	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	hanno continuato a:: costrui:rli	hanno continuato a:: costrui:rli	hanno continuato a costruirli
438	BOR006	960.834	961.244	0.41	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
439	BOR006	962.935	963.641	0.706	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:: mh	e:: mh	e mh
440	BOR006	963.87	964.44	0.57	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	magari	magari	magari
441	BOR006	964.726	965.694	0.968	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	sì, immagino	sì, immagino	sì immagino
442	BOR006	966.778	969.982	3.204	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	mi hai detto, non ti importa anche se sono imbrattati	mi hai detto, non ti importa anche se sono imbrattati	mi hai detto non ti importa anche se sono imbrattati
443	BOR006	970.197	972.16	1.963	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	però: secondo te sono ben tenu:ti	però: secondo te sono ben tenu:ti	però secondo te sono ben tenuti
444	BOI049	973.342	974.957	1.615	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	s:ì m:h	s:ì m:h	sì mh
445	BOR006	978.064	978.922	0.858	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e:: [per me]	e:: [per me]	e per me
446	BOI049	978.543	978.904	0.361	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[x]	[x]	x
447	BOR006	979.395	980.532	1.137	True	0	0	0	0	0	0	False	False	False	False	True	448=0.682	0	0	0	3	fanno la loro:	fanno la loro:	fanno la loro
448	BOI049	979.846	980.528	0.682	True	0	0	0	0	0	0	False	False	False	False	True	447=0.682	0	1	0	0	((tossisce))	{tossisce}	{tossisce}
449	BOR006	980.705	983.839	3.134	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	6	fanno la loro figura comunque ((ride)) nonostante::	fanno la loro figura comunque {ride} nonostante::	fanno la loro figura comunque {ride} nonostante
450	BOI049	985.516	987.505	1.989	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	6	sì ma son::~ ho detto non: m:h	sì ma son::~ ho detto non: m:h	sì ma son::~ ho detto non mh
451	BOI049	989.806	993.011	3.205	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	per me non m:h le scritte sui muri °neanche sono un problema°	per me non m:h le scritte sui muri °neanche sono un problema°	per me non mh le scritte sui muri neanche sono un problema
452	BOR006	994.301	994.859	0.558	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
453	BOR006	997.28	997.976	0.696	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	(v)a be:ne	(v)a be:ne	va bene
454	BOR006	998.655	999.043	0.388	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(al)lora	(al)lora	allora
455	BOR006	999.138	1002.24	3.102	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	4	e:: io. mi. muoverei da::ll'argome:nto	e:: io. mi. muoverei da::ll'argome:nto	e io mi muoverei da::ll'argome:nto
456	BOR006	1002.432	1004.051	1.619	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	monument[i::]	monument[i::]	monumenti
457	BOI049	1003.527	1004.012	0.485	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[mhmh]	[mhmh]	mhmh
458	BOR006	1004.67	1008.4	3.73	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	eccetera, ti farei qualche domanda sulla:: sul tempo li:bero	eccetera, ti farei qualche domanda sulla:: sul tempo li:bero	eccetera ti farei qualche domanda sulla sul tempo libero
459	BOR006	1010.303	1011.489	1.186	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	ad esempio	ad esempio	ad esempio
460	BOR006	1011.881	1012.737	0.856	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m::h	m::h	mh
461	BOR006	1013.926	1016.123	2.197	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	prima direi: sullo: sport	prima direi: sullo: sport	prima direi sullo sport
462	BOI049	1016.225	1016.72	0.495	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m:h?	m:h?	mh
463	BOR006	1017.167	1018.507	1.34	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	hai detto prima::	hai detto prima::	hai detto prima
464	BOR006	1019.017	1022.374	3.357	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	non fai:: attività fi:sica a parte la cammina:[ta:]	non fai:: attività fi:sica a parte la cammina:[ta:]	non fai attività fisica a parte la camminata
465	BOI049	1022.079	1024.033	1.954	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	[no] mi piace camminare e ba:sta	[no] mi piace camminare e ba:sta	no mi piace camminare e basta
466	BOR006	1024.192	1024.559	0.367	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m:h	m:h	mh
467	BOR006	1026.312	1027.268	0.956	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	>okay< e:hm	>okay< e:hm	okay ehm
468	BOR006	1027.561	1028.022	0.461	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	>più o meno<	>più o meno<	più o meno
469	BOR006	1028.382	1031.349	2.967	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	d~ quanto:: quanto: lo fai: a settimana?	d~ quanto:: quanto: lo fai: a settimana?	d~ quanto quanto lo fai a settimana
470	BOI049	1031.515	1032.544	1.029	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	ah tutti i gio:rni	ah tutti i gio:rni	ah tutti i giorni
471	BOR006	1032.631	1032.857	0.226	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
472	BOR006	1033.542	1033.995	0.453	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[okay]	[okay]	okay
473	BOI049	1033.542	1035.258	1.716	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	6	[tutti i gi]o:rni almeno: un paio d'o:re	[tutti i gi]o:rni almeno: un paio d'o:re	tutti i giorni almeno un paio d'o:re
