id,upos,form,context,Clitic,Definite,Degree,Gender,Mood,NumType,Number,Person,Poss,PronType,Tense,VerbForm
264:18,X,x,x {ride} x x è proprio gold,,,,,,,,,,,,
264:19,AUX,è,{ride} x x è proprio gold,,,,,Ind,,Sing,3,,,Pres,Fin
264:20,ADV,proprio,x x è proprio gold,,,,,,,,,,,,
264:21,ADJ,gold,x è proprio gold,,,,Masc,,,,,,,,
265:1,CCONJ,cioè,cioè {ride} è un,,,,,,,,,,,,
265:2,X,{ride},cioè {ride} è un brano,,,,,,,,,,,,
265:3,AUX,è,cioè {ride} è un brano che,,,,,Ind,,Sing,3,,,Pres,Fin
265:4,DET,un,cioè {ride} è un brano che non,,Ind,,Masc,,,Sing,,,Art,,
265:5,NOUN,brano,{ride} è un brano che non mi,,,,Masc,,,Sing,,,,,
265:6,SCONJ,che,è un brano che non mi ricordo,,,,,,,,,,Rel,,
265:7,ADV,non,un brano che non mi ricordo x,,,,,,,,,,Neg,,
265:8,PRON,mi,brano che non mi ricordo x tipo,Yes,,,,,,Sing,1,,Prs,,
265:9,VERB,ricordo,che non mi ricordo x tipo di,,,,,Ind,,Sing,1,,,Pres,Fin
265:10,X,x,non mi ricordo x tipo di è,,,,,,,,,,,,
265:11,NOUN,tipo,mi ricordo x tipo di è rotto,,,,Masc,,,Sing,,,,,
265:12,ADP,di,ricordo x tipo di è rotto,,,,,,,,,,,,
265:13,AUX,è,x tipo di è rotto,,,,,Ind,,Sing,3,,,Pres,Fin
265:14,VERB,rotto,tipo di è rotto,,,,Masc,,,Sing,,,,Past,Part
266:1,INTJ,no,no me lo compri,,,,,,,,,,,,
266:2,PRON,me,no me lo compri,Yes,,,,,,Sing,1,,Prs,,
266:3,PRON,lo,no me lo compri,Yes,,,Masc,,,Sing,3,,Prs,,
266:4,VERB,compri,no me lo compri,,,,,Imp,,Sing,2,,,Pres,Fin
267:1,DET,l',l' uovo mh madonna,,Def,,,,,Sing,,,Art,,
267:2,NOUN,uovo,l' uovo mh madonna quant',,,,Masc,,,Sing,,,,,
267:3,INTJ,mh,l' uovo mh madonna quant' è,,,,,,,,,,,,
267:4,INTJ,madonna,l' uovo mh madonna quant' è buono,,,,,,,,,,,,
267:5,ADJ,quant',uovo mh madonna quant' è buono,Yes,,,,,,Sing,2,,Prs,,
267:6,AUX,è,mh madonna quant' è buono,,,,,Ind,,Sing,3,,,Pres,Fin
267:7,ADJ,buono,madonna quant' è buono,,,,Masc,,,Sing,,,,,
268:1,ADV,non,non pensato {ride} mah,,,,,,,,,,Neg,,
268:2,VERB,pensato,non pensato {ride} mah in,,,,Masc,,,Sing,,,,Past,Part
268:3,X,{ride},non pensato {ride} mah in realtà,,,,,,,,,,,,
268:4,NOUN,mah,non pensato {ride} mah in realtà è,,,,,,,,,,,,
268:5,ADP,in,pensato {ride} mah in realtà è che,,,,,,,,,,,,
268:6,NOUN,realtà,{ride} mah in realtà è che mia,,,,Fem,,,,,,,,
268:7,VERB,è,mah in realtà è che mia nonna,,,,,Ind,,Sing,3,,,Pres,Fin
268:8,SCONJ,che,in realtà è che mia nonna me,,,,,,,,,,,,
268:9,DET,mia,realtà è che mia nonna me ne,,,,Fem,,,Sing,,Yes,Prs,,
268:10,NOUN,nonna,è che mia nonna me ne darà,,,,Fem,,,Sing,,,,,
268:11,PRON,me,che mia nonna me ne darà già,Yes,,,,,,Sing,1,,Prs,,
268:12,PRON,ne,mia nonna me ne darà già settantasei,Yes,,,,,,,,,Prs,,
268:13,VERB,darà,nonna me ne darà già settantasei,,,,,Ind,,Sing,3,,,Fut,Fin
268:14,ADV,già,me ne darà già settantasei,,,,,,,,,,,,
268:15,NUM,settantasei,ne darà già settantasei,,,,,Ind,,Sing,2,,,Pres,Fin
269:1,CCONJ,quindi,quindi penso poi magari,,,,,,,,,,,,
269:2,VERB,penso,quindi penso poi magari quest',,,,,Ind,,Sing,1,,,Pres,Fin
269:3,ADV,poi,quindi penso poi magari quest' anno,,,,,,,,,,,,
269:4,ADV,magari,quindi penso poi magari quest' anno s',,,,,,,,,,,,
269:5,DET,quest',penso poi magari quest' anno s' improvvisa,,,,,,,,,,Dem,,
269:6,NOUN,anno,poi magari quest' anno s' improvvisa e,,,,Masc,,,Sing,,,,,
269:7,PRON,s',magari quest' anno s' improvvisa e non,Yes,,,,,,,3,,Prs,,
269:8,VERB,improvvisa,quest' anno s' improvvisa e non me,,,,,Ind,,Sing,3,,,Pres,Fin
269:9,CCONJ,e,anno s' improvvisa e non me lo,,,,,,,,,,,,
269:10,ADV,non,s' improvvisa e non me lo non,,,,,,,,,,Neg,,
269:11,PRON,me,improvvisa e non me lo non me,Yes,,,,,,Sing,1,,Prs,,
269:12,PRON,lo,e non me lo non me lo,Yes,,,Masc,,,Sing,3,,Prs,,
269:13,ADV,non,non me lo non me lo fa,,,,,,,,,,Neg,,
269:14,PRON,me,me lo non me lo fa,Yes,,,,,,Sing,1,,Prs,,
269:15,PRON,lo,lo non me lo fa,Yes,,,Masc,,,Sing,3,,Prs,,
269:16,VERB,fa,non me lo fa,,,,,Ind,,Sing,3,,,Pres,Fin
270:1,PRON,che,che hai detto mia,,,,,,,,,,Int,,
270:2,AUX,hai,che hai detto mia nonna,,,,,Ind,,Sing,2,,,Pres,Fin
270:3,VERB,detto,che hai detto mia nonna tutti,,,,Masc,,,Sing,,,,Past,Part
270:4,DET,mia,che hai detto mia nonna tutti gli,,,,Fem,,,Sing,,Yes,Prs,,
270:5,NOUN,nonna,hai detto mia nonna tutti gli anni,,,,Fem,,,Sing,,,,,
270:6,DET,tutti,detto mia nonna tutti gli anni mi,,,,,,,,,,Ind,,
270:7,DET,gli,mia nonna tutti gli anni mi fa,,Def,,Masc,,,Plur,,,Art,,
270:8,NOUN,anni,nonna tutti gli anni mi fa almeno,,,,Masc,,,Plur,,,,,
270:9,PRON,mi,tutti gli anni mi fa almeno un,Yes,,,,,,Sing,1,,Prs,,
270:10,VERB,fa,gli anni mi fa almeno un uovo,,,,,Ind,,Sing,3,,,Pres,Fin
270:11,ADV,almeno,anni mi fa almeno un uovo grande,,,,,,,,,,,,
270:12,DET,un,mi fa almeno un uovo grande,,Ind,,Masc,,,Sing,,,Art,,
270:13,NOUN,uovo,fa almeno un uovo grande,,,,Masc,,,Sing,,,,,
270:14,ADJ,grande,almeno un uovo grande,,,,,,,Plur,,,,,
271:1,ADV,più,più tutti,,,,,,,,,,,,
271:2,PRON,tutti,più tutti,,,,Masc,,,Plur,,,Ind,,
272:1,PRON,io,io ho detto se,,,,,,,Sing,1,,Prs,,
272:2,AUX,ho,io ho detto se me,,,,,Ind,,Sing,1,,,Pres,Fin
272:3,VERB,detto,io ho detto se me lo,,,,Masc,,,Sing,,,,Past,Part
272:4,SCONJ,se,io ho detto se me lo compravi,,,,,,,,,,,,
272:5,PRON,me,ho detto se me lo compravi te,Yes,,,,,,Sing,1,,Prs,,
272:6,PRON,lo,detto se me lo compravi te andre,Yes,,,Masc,,,Sing,3,,Prs,,
272:7,VERB,compravi,se me lo compravi te andre eh,,,,,Sub,,Sing,3,,,Pres,Fin
272:8,PRON,te,me lo compravi te andre eh beh,Yes,,,,,,Sing,2,,Prs,,
272:9,PROPN,andre,lo compravi te andre eh beh te,,,,,,,,,,,,
272:10,INTJ,eh,compravi te andre eh beh te lo,,,,,,,,,,,,
272:11,INTJ,beh,te andre eh beh te lo ricicla,,,,,,,,,,,,
272:12,PRON,te,andre eh beh te lo ricicla,Yes,,,,,,Sing,2,,Prs,,
272:13,PRON,lo,eh beh te lo ricicla,Yes,,,Masc,,,Sing,3,,Prs,,
272:14,VERB,ricicla,beh te lo ricicla,,,,,Ind,,Sing,3,,,Pres,Fin
273:1,ADP,da,da là ti porto,,,,,,,,,,,,
273:2,ADV,là,da là ti porto giù,,,,,,,,,,,,
273:3,PRON,ti,da là ti porto giù quello,Yes,,,,,,Sing,2,,Prs,,
273:4,VERB,porto,da là ti porto giù quello là,,,,,Ind,,Sing,1,,,Pres,Fin
273:5,ADV,giù,là ti porto giù quello là tanto,,,,,,,,,,,,
273:6,PRON,quello,ti porto giù quello là tanto non,,,,Masc,,,Sing,,,Dem,,
273:7,ADV,là,porto giù quello là tanto non lo,,,,,,,,,,,,
273:8,ADV,tanto,giù quello là tanto non lo mangio,,,,,,,,,,,,
273:9,ADV,non,quello là tanto non lo mangio mai,,,,,,,,,,Neg,,
273:10,PRON,lo,là tanto non lo mangio mai intero,Yes,,,Masc,,,Sing,3,,Prs,,
273:11,VERB,mangio,tanto non lo mangio mai intero,,,,,Ind,,Sing,1,,,Pres,Fin
273:12,ADV,mai,non lo mangio mai intero,,,,,,,,,,,,
273:13,ADJ,intero,lo mangio mai intero,,,,Masc,,,Sing,,,,,
274:1,PRON,io,io te ne volevo,,,,,,,Sing,1,,Prs,,
274:2,PRON,te,io te ne volevo regalare,Yes,,,,,,Sing,2,,Prs,,
274:3,PRON,ne,io te ne volevo regalare uno,Yes,,,,,,,,,Prs,,
274:4,VERB,volevo,io te ne volevo regalare uno,,,,,Ind,,Sing,1,,,Imp,Fin
274:5,VERB,regalare,te ne volevo regalare uno,,,,,,,,,,,,Inf
274:6,PRON,uno,ne volevo regalare uno,,,,Masc,,,Sing,,,Ind,,
275:1,PRON,mi,mi sa che non,Yes,,,,,,Sing,1,,Prs,,
275:2,VERB,sa,mi sa che non te,,,,,Ind,,Sing,3,,,Pres,Fin
275:3,SCONJ,che,mi sa che non te lo,,,,,,,,,,,,
275:4,ADV,non,mi sa che non te lo regalo,,,,,,,,,,Neg,,
275:5,PRON,te,sa che non te lo regalo dopo,Yes,,,,,,Sing,2,,Prs,,
275:6,PRON,lo,che non te lo regalo dopo questa,Yes,,,Masc,,,Sing,3,,Prs,,
275:7,VERB,regalo,non te lo regalo dopo questa x,,,,,Ind,,Sing,1,,,Pres,Fin
275:8,ADP,dopo,te lo regalo dopo questa x oddio,,,,,,,,,,,,
275:9,DET,questa,lo regalo dopo questa x oddio sono,,,,Fem,,,Sing,,,Dem,,
275:10,X,x,regalo dopo questa x oddio sono offeso,,,,,,,,,,,,
275:11,INTJ,oddio,dopo questa x oddio sono offeso {ride},,,,,,,,,,,,
275:12,AUX,sono,questa x oddio sono offeso {ride} quanto,,,,,Ind,,Sing,1,,,Pres,Fin
275:13,ADJ,offeso,x oddio sono offeso {ride} quanto sei,,,,Masc,,,Sing,,,,,
275:14,X,{ride},oddio sono offeso {ride} quanto sei stronzo,,,,,,,,,,,,
275:15,ADV,quanto,sono offeso {ride} quanto sei stronzo,,,,,,,,,,,,
275:16,VERB,sei,offeso {ride} quanto sei stronzo,,,,,Ind,,Sing,2,,,Pres,Fin
275:17,ADJ,stronzo,{ride} quanto sei stronzo,,,,Masc,,,Sing,,,,,
276:1,SCONJ,se,se vuoi te ne,,,,,,,,,,,,
276:2,VERB,vuoi,se vuoi te ne regalo,,,,,Ind,,Sing,2,,,Pres,Fin
276:3,PRON,te,se vuoi te ne regalo uno,Yes,,,,,,Sing,2,,Prs,,
276:4,PRON,ne,se vuoi te ne regalo uno,Yes,,,,,,,,,Prs,,
276:5,VERB,regalo,vuoi te ne regalo uno,,,,,Ind,,Sing,1,,,Pres,Fin
276:6,PRON,uno,te ne regalo uno,,,,Masc,,,Sing,,,Ind,,
277:1,ADP,a,a me non me,,,,,,,,,,,,
277:2,PRON,me,a me non me ne,,,,,,,Sing,1,,Prs,,
277:3,ADV,non,a me non me ne faccio,,,,,,,,,,Neg,,
277:4,PRON,me,a me non me ne faccio niente,Yes,,,,,,Sing,1,,Prs,,
277:5,PRON,ne,me non me ne faccio niente,Yes,,,,,,,,,Prs,,
277:6,VERB,faccio,non me ne faccio niente,,,,,Ind,,Sing,1,,,Pres,Fin
277:7,PRON,niente,me ne faccio niente,,,,,,,,,,Ind,,
278:1,INTJ,no,no {ride} ormai no,,,,,,,,,,,,
278:2,X,{ride},no {ride} ormai no è,,,,,,,,,,,,
278:3,ADV,ormai,no {ride} ormai no è troppo,,,,,,,,,,,,
278:4,INTJ,no,no {ride} ormai no è troppo tardi,,,,,,,,,,,,
278:5,AUX,è,{ride} ormai no è troppo tardi,,,,,Ind,,Sing,3,,,Pres,Fin
278:6,ADV,troppo,ormai no è troppo tardi,,,,,,,,,,,,
278:7,ADV,tardi,no è troppo tardi,,,,,,,,,,,,
279:1,CCONJ,cioè,cioè mi regali l',,,,,,,,,,,,
279:2,PRON,mi,cioè mi regali l' uovo,Yes,,,,,,Sing,1,,Prs,,
279:3,VERB,regali,cioè mi regali l' uovo,,,,,Ind,,Sing,2,,,Pres,Fin
279:4,DET,l',cioè mi regali l' uovo,,Def,,,,,Sing,,,Art,,
279:5,NOUN,uovo,mi regali l' uovo,,,,Masc,,,Sing,,,,,
280:1,ADV,non,non me ne faccio,,,,,,,,,,Neg,,
280:2,PRON,me,non me ne faccio niente,Yes,,,,,,Sing,1,,Prs,,
280:3,PRON,ne,non me ne faccio niente,Yes,,,,,,,,,Prs,,
280:4,VERB,faccio,non me ne faccio niente,,,,,Ind,,Sing,1,,,Pres,Fin
280:5,PRON,niente,me ne faccio niente,,,,,,,,,,Ind,,
281:1,CCONJ,cioè,cioè ma quanto sei,,,,,,,,,,,,
281:2,CCONJ,ma,cioè ma quanto sei presuntuoso,,,,,,,,,,,,
281:3,ADV,quanto,cioè ma quanto sei presuntuoso,,,,,,,,,,,,
281:4,AUX,sei,cioè ma quanto sei presuntuoso,,,,,Ind,,Sing,2,,,Pres,Fin
281:5,ADJ,presuntuoso,ma quanto sei presuntuoso,,,,Masc,,,Sing,,,,,
282:1,ADV,perché,perché x x {P},,,,,,,,,,,,
282:2,X,x,perché x x {P} sei,,,,,,,,,,,,
282:3,X,x,perché x x {P} sei prepotente,,,,,,,,,,,,
282:4,X,{P},perché x x {P} sei prepotente proprio,,,,,,,,,,,,
282:5,AUX,sei,x x {P} sei prepotente proprio in,,,,,Ind,,Sing,2,,,Pres,Fin
282:6,ADJ,prepotente,x {P} sei prepotente proprio in il,,,,,,,,,,,,
282:7,ADV,proprio,{P} sei prepotente proprio in il sens,,,,,,,,,,,,
282:8,ADP,in,sei prepotente proprio in il sens no,,,,,,,,,,,,
282:9,DET,il,prepotente proprio in il sens no xxxs,,Def,,Masc,,,Sing,,,Art,,
282:10,X,sens,proprio in il sens no xxxs,,,,,,,,,,,,
282:11,INTJ,no,in il sens no xxxs,,,,,,,,,,,,
282:12,X,xxxs,il sens no xxxs,,,,,,,,,,,,
283:1,PRON,ti,ti ringrazio di il,Yes,,,,,,Sing,2,,Prs,,
283:2,VERB,ringrazio,ti ringrazio di il pensiero,,,,,Ind,,Sing,1,,,Pres,Fin
283:3,ADP,di,ti ringrazio di il pensiero,,,,,,,,,,,,
283:4,DET,il,ti ringrazio di il pensiero,,Def,,Masc,,,Sing,,,Art,,
283:5,NOUN,pensiero,ringrazio di il pensiero,,,,Masc,,,Sing,,,,,
284:1,CCONJ,però,però s sai che,,,,,,,,,,,,
284:2,X,s,però s sai che se,,,,,,,,,,,,
284:3,VERB,sai,però s sai che se l',,,,,Ind,,Sing,2,,,Pres,Fin
284:4,SCONJ,che,però s sai che se l' è,,,,,,,,,,,,
284:5,PRON,se,s sai che se l' è mangiato,Yes,,,,,,,,,Prs,,
284:6,PRON,l',sai che se l' è mangiato intero,Yes,,,Masc,,,Sing,3,,Prs,,
284:7,AUX,è,che se l' è mangiato intero quello,,,,,Ind,,Sing,3,,,Pres,Fin
284:8,VERB,mangiato,se l' è mangiato intero quello grosso,,,,Masc,,,Sing,,,,Past,Part
284:9,ADJ,intero,l' è mangiato intero quello grosso glie,,,,,Ind,,Sing,1,,,Pres,Fin
284:10,PRON,quello,è mangiato intero quello grosso glie l',,,,Masc,,,Sing,,,Dem,,
284:11,ADJ,grosso,mangiato intero quello grosso glie l' ho,,,,Masc,,,Sing,,,,,
284:12,PRON,glie,intero quello grosso glie l' ho portato,Yes,,,,,,,,,Prs,,
284:13,PRON,l',quello grosso glie l' ho portato manzo,Yes,,,,,,,,,Prs,,
284:14,AUX,ho,grosso glie l' ho portato manzo,,,,,Ind,,Sing,1,,,Pres,Fin
284:15,VERB,portato,glie l' ho portato manzo,,,,Masc,,,Sing,,,,Past,Part
284:16,NOUN,manzo,l' ho portato manzo,,,,Masc,,,Sing,,,,,
285:1,DET,un,un pezzetto me n',,Ind,,Masc,,,Sing,,,Art,,
285:2,NOUN,pezzetto,un pezzetto me n' ha,,,,Masc,,,Sing,,,,,
285:3,PRON,me,un pezzetto me n' ha lasciato,Yes,,,,,,Sing,1,,Prs,,
285:4,PRON,n',un pezzetto me n' ha lasciato intero,Yes,,,,,,,,,Prs,,
285:5,AUX,ha,pezzetto me n' ha lasciato intero,,,,,Ind,,Sing,3,,,Pres,Fin
285:6,VERB,lasciato,me n' ha lasciato intero,,,,Masc,,,Sing,,,,Past,Part
285:7,ADJ,intero,n' ha lasciato intero,,,,,,,,,,,,
286:1,INTJ,ah,ah mh beh non,,,,,,,,,,,,
286:2,INTJ,mh,ah mh beh non tutto,,,,,,,,,,,,
286:3,INTJ,beh,ah mh beh non tutto insieme,,,,,,,,,,,,
286:4,ADV,non,ah mh beh non tutto insieme,,,,,,,,,,Neg,,
286:5,PRON,tutto,mh beh non tutto insieme,,,,Masc,,,Sing,,,Ind,,
286:6,ADV,insieme,beh non tutto insieme,,,,,,,,,,,,
287:1,VERB,pensavo,pensavo che {ride} no,,,,,Ind,,Sing,1,,,Imp,Fin
287:2,SCONJ,che,pensavo che {ride} no n,,,,,,,,,,,,
287:3,X,{ride},pensavo che {ride} no n {ride},,,,,,,,,,,,
287:4,INTJ,no,pensavo che {ride} no n {ride} ah,,,,,,,,,,,,
287:5,X,n,che {ride} no n {ride} ah può,,,,,,,,,,,,
287:6,X,{ride},{ride} no n {ride} ah può essere,,,,,,,,,,,,
287:7,INTJ,ah,no n {ride} ah può essere eh,,,,,,,,,,,,
287:8,VERB,può,n {ride} ah può essere eh chubby,,,,,Ind,,Sing,3,,,Pres,Fin
287:9,AUX,essere,{ride} ah può essere eh chubby bunny,,,,,,,,,,,,Inf
287:10,INTJ,eh,ah può essere eh chubby bunny,,,,,,,,,,,,
287:11,PROPN,chubby,può essere eh chubby bunny,,,,,,,,,,,,
287:12,PROPN,bunny,essere eh chubby bunny,,,,,,,,,,,,
288:1,PRON,quello,quello più grosso però,,,,Masc,,,Sing,,,Dem,,
288:2,ADV,più,quello più grosso però quello,,,,,,,,,,,,
288:3,ADJ,grosso,quello più grosso però quello di,,,,Masc,,,Sing,,,,,
288:4,CCONJ,però,quello più grosso però quello di l',,,,,,,,,,,,
288:5,PRON,quello,più grosso però quello di l' anno,,,,Masc,,,Sing,,,Dem,,
288:6,ADP,di,grosso però quello di l' anno scorso,,,,,,,,,,,,
288:7,DET,l',però quello di l' anno scorso questo,,Def,,,,,Sing,,,Art,,
288:8,NOUN,anno,quello di l' anno scorso questo è,,,,Masc,,,Sing,,,,,
288:9,ADJ,scorso,di l' anno scorso questo è quello,,,,Masc,,,Sing,,,,,
288:10,PRON,questo,l' anno scorso questo è quello più,,,,Masc,,,Sing,,,Dem,,
288:11,VERB,è,anno scorso questo è quello più piccolo,,,,,Ind,,Sing,3,,,Pres,Fin
288:12,PRON,quello,scorso questo è quello più piccolo,,,,Masc,,,Sing,,,Dem,,
288:13,ADV,più,questo è quello più piccolo,,,,,,,,,,,,
288:14,ADJ,piccolo,è quello più piccolo,,,,Masc,,,Sing,,,,,
289:1,PRON,uno,uno simile {ride},,Ind,,Masc,,,Sing,,,Art,,
289:2,ADJ,simile,uno simile {ride},,,,Masc,,,Sing,,,,,
289:3,X,{ride},uno simile {ride},,,,,,,,,,,,
290:1,INTJ,no,no è che che,,,,,,,,,,,,
290:2,VERB,è,no è che che non,,,,,Ind,,Sing,3,,,Pres,Fin
290:3,SCONJ,che,no è che che non lo,,,,,,,,,,,,
290:4,SCONJ,che,no è che che non lo mangio,,,,,,,,,,,,
290:5,ADV,non,è che che non lo mangio,,,,,,,,,,Neg,,
290:6,PRON,lo,che che non lo mangio,Yes,,,Masc,,,Sing,3,,Prs,,
290:7,VERB,mangio,che non lo mangio,,,,,Ind,,Sing,1,,,Pres,Fin
291:1,INTJ,no,no,,,,,,,,,,,,
292:1,PRON,mi,mi sa che è,Yes,,,,,,Sing,1,,Prs,,
292:2,VERB,sa,mi sa che è un,,,,,Ind,,Sing,3,,,Pres,Fin
292:3,SCONJ,che,mi sa che è un braccialetto,,,,,,,,,,,,
292:4,AUX,è,mi sa che è un braccialetto,,,,,Ind,,Sing,3,,,Pres,Fin
292:5,DET,un,sa che è un braccialetto,,Ind,,Masc,,,Sing,,,Art,,
292:6,NOUN,braccialetto,che è un braccialetto,,,,Masc,,,Sing,,,,,
293:1,X,x,x te non mangi,,,,,,,,,,,,
293:2,PRON,te,x te non mangi l',,,,,,,Sing,2,,Prs,,
293:3,ADV,non,x te non mangi l' uovo,,,,,,,,,,Neg,,
293:4,VERB,mangi,x te non mangi l' uovo di,,,,,Ind,,Sing,2,,,Pres,Fin
293:5,DET,l',te non mangi l' uovo di pasqua,,Def,,,,,Sing,,,Art,,
293:6,NOUN,uovo,non mangi l' uovo di pasqua,,,,Masc,,,Sing,,,,,
293:7,ADP,di,mangi l' uovo di pasqua,,,,,,,,,,,,
293:8,PROPN,pasqua,l' uovo di pasqua,,,,,,,,,,,,
294:1,CCONJ,cioè,cioè mh non ti,,,,,,,,,,,,
294:2,INTJ,mh,cioè mh non ti piace,,,,,,,,,,,,
294:3,ADV,non,cioè mh non ti piace l',,,,,,,,,,Neg,,
294:4,PRON,ti,cioè mh non ti piace l' uovo,Yes,,,,,,Sing,2,,Prs,,
294:5,VERB,piace,mh non ti piace l' uovo di,,,,,Ind,,Sing,3,,,Pres,Fin
294:6,DET,l',non ti piace l' uovo di pasqua,,Def,,,,,Sing,,,Art,,
294:7,NOUN,uovo,ti piace l' uovo di pasqua,,,,Masc,,,Sing,,,,,
294:8,ADP,di,piace l' uovo di pasqua,,,,,,,,,,,,
294:9,PROPN,pasqua,l' uovo di pasqua,,,,,,,,,,,,
295:1,INTJ,no,no sì mi piace,,,,,,,,,,,,
295:2,INTJ,sì,no sì mi piace,,,,,,,,,,,,
295:3,PRON,mi,no sì mi piace,Yes,,,,,,Sing,1,,Prs,,
295:4,VERB,piace,no sì mi piace,,,,,Ind,,Sing,3,,,Pres,Fin
296:1,VERB,è,è cioccolato,,,,,Ind,,Sing,3,,,Pres,Fin
296:2,NOUN,cioccolato,è cioccolato,,,,Masc,,,Sing,,,,Past,Part
297:1,CCONJ,e,e tutto il resto,,,,,,,,,,,,
297:2,DET,tutto,e tutto il resto,,,,,,,,,,Ind,,
297:3,DET,il,e tutto il resto,,Def,,Masc,,,Sing,,,Art,,
297:4,NOUN,resto,e tutto il resto,,,,Masc,,,Sing,,,,,
298:1,CCONJ,però,però non è che,,,,,,,,,,,,
298:2,ADV,non,però non è che ci,,,,,,,,,,Neg,,
298:3,VERB,è,però non è che ci tengo,,,,,Ind,,Sing,3,,,Pres,Fin
298:4,SCONJ,che,però non è che ci tengo portali,,,,,,,,,,,,
298:5,PRON,ci,non è che ci tengo portali,Yes,,,,,,Plur,1,,Prs,,
298:6,VERB,tengo,è che ci tengo portali,,,,,Ind,,Sing,1,,,Pres,Fin
298:7,VERB,portali,che ci tengo portali,,,,,,,Plur,,,,,
299:1,ADP,a,a me {ride} non,,,,,,,,,,,,
299:2,PRON,me,a me {ride} non è,,,,,,,Sing,1,,Prs,,
299:3,X,{ride},a me {ride} non è che,,,,,,,,,,,,
299:4,ADV,non,a me {ride} non è che ti,,,,,,,,,,Neg,,
299:5,VERB,è,me {ride} non è che ti tengo,,,,,Ind,,Sing,3,,,Pres,Fin
299:6,SCONJ,che,{ride} non è che ti tengo più,,,,,,,,,,,,
299:7,PRON,ti,non è che ti tengo più di,Yes,,,,,,Sing,2,,Prs,,
299:8,VERB,tengo,è che ti tengo più di tanto,,,,,Ind,,Sing,1,,,Pres,Fin
299:9,ADV,più,che ti tengo più di tanto,,,,,,,,,,,,
299:10,ADP,di,ti tengo più di tanto,,,,,,,,,,,,
299:11,ADV,tanto,tengo più di tanto,,,,,,,,,,,,
300:1,CCONJ,cioè,cioè detta sinceramente non,,,,,,,,,,,,
300:2,VERB,detta,cioè detta sinceramente non me,,,,,Ind,,Sing,3,,,Pres,Fin
300:3,ADV,sinceramente,cioè detta sinceramente non me ne,,,,,,,,,,,,
300:4,ADV,non,cioè detta sinceramente non me ne frega,,,,,,,,,,Neg,,
300:5,PRON,me,detta sinceramente non me ne frega niente,Yes,,,,,,Sing,1,,Prs,,
300:6,PRON,ne,sinceramente non me ne frega niente,Yes,,,,,,,,,Prs,,
300:7,VERB,frega,non me ne frega niente,,,,,Ind,,Sing,3,,,Pres,Fin
300:8,PRON,niente,me ne frega niente,,,,,,,,,,Ind,,
301:1,X,cos,cos,,,,,,,,,,,,
302:1,ADP,in,in il senso se,,,,,,,,,,,,
302:2,DET,il,in il senso se me,,Def,,Masc,,,Sing,,,Art,,
302:3,NOUN,senso,in il senso se me lo,,,,Masc,,,Sing,,,,,
302:4,SCONJ,se,in il senso se me lo vuoi,,,,,,,,,,,,
302:5,PRON,me,il senso se me lo vuoi regalare,Yes,,,,,,Sing,1,,Prs,,
302:6,PRON,lo,senso se me lo vuoi regalare mi,Yes,,,Masc,,,Sing,3,,Prs,,
302:7,AUX,vuoi,se me lo vuoi regalare mi fa,,,,,Ind,,Sing,2,,,Pres,Fin
302:8,VERB,regalare,me lo vuoi regalare mi fa piacere,,,,,,,,,,,,Inf
302:9,PRON,mi,lo vuoi regalare mi fa piacere,Yes,,,,,,Sing,1,,Prs,,
302:10,VERB,fa,vuoi regalare mi fa piacere,,,,,Ind,,Sing,3,,,Pres,Fin
302:11,NOUN,piacere,regalare mi fa piacere,,,,Masc,,,Sing,,,,,
303:1,ADV,però,però non è che,,,,,,,,,,,,
303:2,ADV,non,però non è che se,,,,,,,,,,Neg,,
303:3,VERB,è,però non è che se non,,,,,Ind,,Sing,3,,,Pres,Fin
303:4,SCONJ,che,però non è che se non lo,,,,,,,,,,,,
303:5,SCONJ,se,non è che se non lo fai,,,,,,,,,,,,
303:6,ADV,non,è che se non lo fai x,,,,,,,,,,Neg,,
303:7,PRON,lo,che se non lo fai x no,Yes,,,Masc,,,Sing,3,,Prs,,
303:8,VERB,fai,se non lo fai x no,,,,,Ind,,Sing,2,,,Pres,Fin
303:9,X,x,non lo fai x no,,,,,,,,,,,,
303:10,INTJ,no,lo fai x no,,,,,,,,,,,,
304:1,SCONJ,se,se ci devi avere,,,,,,,,,,,,
304:2,PRON,ci,se ci devi avere questo,Yes,,,,,,Plur,1,,Prs,,
304:3,AUX,devi,se ci devi avere questo entusiasmo,,,,,Ind,,Sing,2,,,Pres,Fin
304:4,VERB,avere,se ci devi avere questo entusiasmo non,,,,,,,,,,,,Inf
304:5,DET,questo,ci devi avere questo entusiasmo non te,,,,Masc,,,Sing,,,Dem,,
304:6,NOUN,entusiasmo,devi avere questo entusiasmo non te lo,,,,Masc,,,Sing,,,,,
304:7,ADV,non,avere questo entusiasmo non te lo regalo,,,,,,,,,,Neg,,
304:8,PRON,te,questo entusiasmo non te lo regalo {ride},Yes,,,,,,Sing,2,,Prs,,
304:9,DET,lo,entusiasmo non te lo regalo {ride} mh,Yes,,,Masc,,,Sing,3,,Prs,,
304:10,VERB,regalo,non te lo regalo {ride} mh è,,,,,Ind,,Sing,1,,,Pres,Fin
304:11,X,{ride},te lo regalo {ride} mh è la,,,,,,,,,,,,
304:12,INTJ,mh,lo regalo {ride} mh è la cosa,,,,,,,,,,,,
