tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
295	TOI075	644.068	646.637	2.569	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	(sa dovevo) anche nelle scuole	(sa dovevo) anche nelle scuole	sa dovevo anche nelle scuole
296	TOI075	646.853	648.339	1.486	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ci indottrinavano	ci indottrinavano	ci indottrinavano
297	TOI075	648.452	649.85	1.398	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	eravamo tutti::	eravamo tutti::	eravamo tutti
298	TOI075	649.95	651.546	1.596	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	iscritti alla gil	iscritti alla gil	iscritti alla gil
299	TOI075	651.781	654.217	2.436	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	gioventù italiana del littorio	gioventù italiana del littorio	gioventù italiana del littorio
300	TOI075	654.429	656.291	1.862	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	non si poteva scappare eh	non si poteva scappare eh	non si poteva scappare eh
301	TOR001	656.31	656.614	0.304	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
302	TOR002	656.31	656.614	0.304	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
303	TOI075	656.688	658.401	1.713	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	tutti inquadrati: ((ride))	tutti inquadrati: {ride}	tutti inquadrati {ride}
304	TOR002	658.442	659.879	1.437	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	e cosa vi facevano fare?	e cosa vi facevano fare?	e cosa vi facevano fare
305	TOI075	659.912	660.371	0.459	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::h?	e::h?	eh
306	TOR002	660.419	661.674	1.255	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	cosa vi facevano fare?	cosa vi facevano fare?	cosa vi facevano fare
307	TOI075	661.757	664.879	3.122	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	ma::h (bisognava avere) (.) (bisognava avere) la divisa	ma::h (bisognava avere) {P} (bisognava avere) la divisa	mah bisognava avere {P} bisognava avere la divisa
308	TOI075	665.074	668.444	3.37	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	c'erano i più piccoli erano i figli della lupa.	c'erano i più piccoli erano i figli della lupa.	c' erano i più piccoli erano i figli della lupa
309	TOI075	668.756	670.291	1.535	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	poi c'erano i [balilla,]	poi c'erano i [balilla,]	poi c' erano i balilla
310	TOR002	669.296	670.285	0.989	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[ah sì sì]	[ah sì sì]	ah sì sì
311	TOI075	670.576	672.255	1.679	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	poi gli (avanguardisti)	poi gli (avanguardisti)	poi gli avanguardisti
312	TOI075	672.292	674.325	2.033	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	i giovani fascisti, c'eran tutte	i giovani fascisti, c'eran tutte	i giovani fascisti c' eran tutte
313	TOI075	674.472	675.754	1.282	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	le categorie.	le categorie.	le categorie
314	TOI075	676.077	679.851	3.774	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	e ognuno aveva la sua divisa (.) bisognava comprare la divisa	e ognuno aveva la sua divisa {P} bisognava comprare la divisa	e ognuno aveva la sua divisa {P} bisognava comprare la divisa
315	TOI075	680.239	681.858	1.619	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	4	per essere in regola ((ride))	per essere in regola {ride}	per essere in regola {ride}
316	TOI075	682.684	684.855	2.171	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	anch'io avevo la divisa balilla	anch'io avevo la divisa balilla	anch' io avevo la divisa balilla
317	TOR001	685.219	685.573	0.354	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
318	TOR002	685.219	685.573	0.354	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
319	TOI075	685.219	685.573	0.354	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	xx	xx	xx
320	TOI075	686.33	686.684	0.354	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	(poi)	(poi)	poi
321	TOI075	687.485	690.049	2.564	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	tanto quando è proseguita la guerra	tanto quando è proseguita la guerra	tanto quando è proseguita la guerra
322	TOI075	690.076	691.116	1.04	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	a un certo punto	a un certo punto	a un certo punto
323	TOI075	691.428	693.135	1.707	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	5	è un po' sparito [per]chè	è un po' sparito [per]ché	è un po' sparito perché
324	TOR002	692.607	692.927	0.32	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
325	TOI075	693.607	695.579	1.972	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	c'erano altre cose più gra[vi]	c'erano altre cose più gra[vi]	c' erano altre cose più gravi
326	TOR002	695.14	695.582	0.442	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[eh beh]	[eh beh]	eh beh
327	TOR001	695.604	696.129	0.525	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
328	TOR001	696.33	696.673	0.343	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
329	TOI075	696.33	696.673	0.343	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
330	TOI075	698.263	698.49	0.227	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[x]	[x]	x
331	TOR002	698.284	700.513	2.229	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[e] come l'avete vissuto quando:=m::h	[e] come l'avete vissuto quando:=m::h	e come l' avete vissuto quando mh
332	TOR002	700.548	702.984	2.436	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	mh appunto quando è arrivata la repubblica?	mh appunto quando è arrivata la repubblica?	mh appunto quando è arrivata la repubblica
333	TOR002	703.06	708.296	5.236	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	dopo il referendum a torino come:: [come l'avete ricevuta questa cosa?]	dopo il referendum a torino come:: [come l'avete ricevuta questa cosa?]	dopo il referendum a torino come come l' avete ricevuta questa cosa
334	TOI075	706.07	708.285	2.215	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	[e:::h mah (.) cioè]	[e:::h mah {P} cioè]	eh mah {P} cioè
335	TOI075	708.359	710.546	2.187	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	5	c'~ c'era xx così sì	c'~ c'era xx così sì	c'~ c' era xx così sì
336	TOI075	710.885	716.481	5.596	True	0	0	1	0	0	0	0	False	False	False	False	False	_	1	0	0	10	la vita è sembrata (.) men~ menomeno meno triste eh perchè	la vita è sembrata {P} men~ menomeno meno triste eh perché	la vita è sembrata {P} men~ menomeno meno triste eh perché
337	TOI075	716.782	719.469	2.687	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	almeno c'era libertà di associazione	almeno c'era libertà di associazione	almeno c' era libertà di associazione
338	TOI075	719.796	724.879	5.083	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	#per esempio io ero divent~ ero socio della famia turineisa	per esempio io ero divent~ ero socio della famia turineisa	per esempio io ero divent~ ero socio della famia turineisa
339	TOR002	724.917	725.133	0.216	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	ah	ah	ah
340	TOI075	725.141	727.707	2.566	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	è un'associazione sì un po' così	è un'associazione sì un po' così	è un' associazione sì un po' così
341	TOI075	727.939	735.829	7.89	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	nelle tradizioni:, nel xx del piemonte organizzavano il carnevale [(quante)] cose e insomma	nelle tradizioni:, nel xx del piemonte organizzavano il carnevale [(quante)] cose e insomma	nelle tradizioni nel xx del piemonte organizzavano il carnevale quante cose e insomma
342	TOR002	733.97	734.329	0.359	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
343	TOI075	736.235	737.152	0.917	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	eh ognuno	eh ognuno	eh ognuno
344	TOI075	737.377	738.145	0.768	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	anche quella	anche quella	anche quella
345	TOI075	738.404	742.167	3.763	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	era già stata fondata nel millenovecentoventisei	era già stata fondata nel millenovecentoventisei	era già stata fondata nel millenovecentoventisei
346	TOI075	742.39	743.274	0.884	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	poi l'avevano	poi l'avevano	poi l' avevano
347	TOI075	743.806	746.276	2.47	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	5	sciolta perchè non era allineata	sciolta perché non era allineata	sciolta perché non era allineata
348	TOI075	746.63	749.309	2.679	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	con la linea del (.) del governo	con la linea del {P} del governo	con la linea del {P} del governo
349	TOI075	749.562	753.607	4.045	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	non non era politicamente allineata	non non era politicamente allineata	non non era politicamente allineata
350	TOI075	753.651	755.447	1.796	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	quindi avevano sciolto quindi	quindi avevano sciolto quindi	quindi avevano sciolto quindi
351	TOI075	755.784	762.525	6.741	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	nel quarantacinque quarantasei si sono ricostituite tutte le vecchie associazioni,	nel quarantacinque quarantasei si sono ricostituite tutte le vecchie associazioni,	nel quarantacinque quarantasei si sono ricostituite tutte le vecchie associazioni
352	TOI075	762.569	766.143	3.574	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	ognuno ha avuto la possibilità di scegliere così	ognuno ha avuto la possibilità di scegliere così	ognuno ha avuto la possibilità di scegliere così
353	TOR001	766.329	766.611	0.282	True	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	1	cer[to]	cer[to]	certo
354	TOI075	766.614	767.741	1.227	True	0	0	0	0	0	0	1	False	False	False	False	True	_	0	0	0	3	[la] propria vita	[la] propria vita	la propria vita
355	TOR002	769.054	772.275	3.221	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	10	già perchè hai fascisti non piaceva se si parlava piemontese	già perché hai fascisti non piaceva se si parlava piemontese	già perché hai fascisti non piaceva se si parlava piemontese
356	TOI075	772.39	774.02	1.63	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ah no eh (bisognava)	ah no eh (bisognava)	ah no eh bisognava
357	TOI075	774.47	778.045	3.575	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	sarà che (.) qui ancora era ancora niente ma	sarà che {P} qui ancora era ancora niente ma	sarà che {P} qui ancora era ancora niente ma
358	TOI075	778.326	782.111	3.785	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	per esempio nelle regioni orientali, nell'istria	per esempio nelle regioni orientali, nell'istria	per esempio nelle regioni orientali nell' istria
359	TOI075	782.402	786.082	3.68	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	quelli che parlavano sloveno, (.) li perseguitavano	quelli che parlavano sloveno, {P} li perseguitavano	quelli che parlavano sloveno {P} li perseguitavano
360	TOI075	786.685	792.629	5.944	True	0	0	1	0	0	0	0	False	False	False	False	False	_	1	0	0	15	(sono) sono cose che non si sapevano neanche perchè (.) i giornali non ne parlavano ma	(sono) sono cose che non si sapevano neanche perché {P} i giornali non ne parlavano ma	sono sono cose che non si sapevano neanche perché {P} i giornali non ne parlavano ma
361	TOI075	792.942	798.033	5.091	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	comunque poi per esempio (.) la faccenda dei forni crematori,	comunque poi per esempio {P} la faccenda dei forni crematori,	comunque poi per esempio {P} la faccenda dei forni crematori
362	TOI075	798.284	799.339	1.055	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	in germania	in germania	in germania
363	TOI075	799.45	802.897	3.447	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	tutte cose che di cui i giornali non parla[vano]	tutte cose che di cui i giornali non parla[vano]	tutte cose che di cui i giornali non parlavano
364	TOR002	802.259	802.895	0.636	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmhmh]	[mhmhmh]	mhmhmh
365	TOI075	803.214	804.75	1.536	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	nessuno non sapeva niente	nessuno non sapeva niente	nessuno non sapeva niente
366	TOI075	805.134	806.599	1.465	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	si sono sapute dopo	si sono sapute dopo	si sono sapute dopo
367	TOI075	806.948	808.942	1.994	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	dopo la fine della guerra [allora]	dopo la fine della guerra [allora]	dopo la fine della guerra allora
368	TOR001	808.492	808.945	0.453	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
369	TOI075	809.182	811.353	2.171	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	si è saputo poi un p~ po' più di	si è saputo poi un p~ po' più di	si è saputo poi un p~ po' più di
370	TOI075	811.712	814.37	2.658	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	di cose ma prima era tutto	di cose ma prima era tutto	di cose ma prima era tutto
371	TOI075	814.63	816.509	1.879	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	tutto segreto eh [tutto]	tutto segreto eh [tutto]	tutto segreto eh tutto
372	TOR001	816.011	816.883	0.872	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmhmh]mhmhmh	[mhmhmh]mhmhmh	mhmhmhmhmhmh
373	TOI075	816.982	818.893	2.011	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	3	controllato dalla censura	controllato dalla censura	controllato dalla censura
374	TOR001	819.318	819.97	0.652	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
375	TOR001	821.312	822.317	1.005	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	vuoi andare avanti tu?	vuoi andare avanti tu?	vuoi andare avanti tu
376	TOR002	822.625	823.625	1.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::hm::	e::hm::	ehm
377	TOR002	824.294	828.663	4.369	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	#no beh se::: se ci racconta ancora un po' qualcosa su questa famia [turineisa]	no beh se::: se ci racconta ancora un po' qualcosa su questa famia [turineisa]	no beh se se ci racconta ancora un po' qualcosa su questa famia turineisa
378	TOI075	827.898	828.671	0.773	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[ma:::h]	[ma:::h]	mah
379	TOI075	829.436	830.828	1.392	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	per esempio io	per esempio io	per esempio io
380	TOI075	831.375	835.546	4.171	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	io lavoravo con mio padre (.) che aveva un'aziendina così::	io lavoravo con mio padre {P} che aveva un'aziendina così::	io lavoravo con mio padre {P} che aveva un' aziendina così
381	TOI075	835.956	837.713	1.757	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	4	di materiali di %ricupero	di materiali di ricupero	di materiali di ricupero
382	TOI075	838.009	840.281	2.272	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	mio padre era già un po' anziano quindi	mio padre era già un po' anziano quindi	mio padre era già un po' anziano quindi
383	TOI075	840.873	845.523	4.65	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	praticamente ero io che dovevo essere il sostegno della famiglia c'era	praticamente ero io che dovevo essere il sostegno della famiglia c'era	praticamente ero io che dovevo essere il sostegno della famiglia c' era
384	TOI075	845.776	849.685	3.909	True	0	0	1	0	0	0	0	False	False	False	False	False	_	1	0	0	10	io avevo una sorella (.) più anziana di me però poi	io avevo una sorella {P} più anziana di me pero' poi	io avevo una sorella {P} più anziana di me pero' poi
385	TOI075	849.804	851.594	1.79	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	poi si è sposata e io	poi si è sposata e io	poi si è sposata e io
386	TOI075	851.966	854.734	2.768	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	praticamente ero io il capofamiglia	praticamente ero io il capofamiglia	praticamente ero io il capofamiglia
387	TOI075	856.69	863.524	6.834	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	ho incominciato a lavorare che avevo tredici anni c'era ancora c'era ancora ancora la guerra e poi ho continuato	ho incominciato a lavorare che avevo tredici anni c'era ancora c'era ancora ancora la guerra e poi ho continuato	ho incominciato a lavorare che avevo tredici anni c' era ancora c' era ancora ancora la guerra e poi ho continuato
388	TOI075	863.973	864.895	0.922	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::h	e::h	eh
389	TOI075	866.187	870.237	4.05	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	poi a un certo punto questa azienda non andava più tanto bene,	poi a un certo punto questa azienda non andava più tanto bene,	poi a un certo punto questa azienda non andava più tanto bene
390	TOI075	870.721	871.456	0.735	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e:::	e:::	e
391	TOI075	871.674	875.679	4.005	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	poi (.) è mancato mio padre e alla fine abbiamo liquidato	poi {P} è mancato mio padre e alla fine abbiamo liquidato	poi {P} è mancato mio padre e alla fine abbiamo liquidato
392	TOI075	875.903	877.859	1.956	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	e io mi sono impiegato	e io mi sono impiegato	e io mi sono impiegato
393	TOI075	878.435	879.01	0.575	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	xx	xx	xx
394	TOI075	879.489	880.605	1.116	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	nel frattempo	nel frattempo	nel frattempo
395	TOI075	881.078	881.895	0.817	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	adanvo a scuo~	adanvo a scuo~	adanvo a scuo~
396	TOI075	882.191	886.517	4.326	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	siccome (.) durante la guerra avevo dovuto interrompere gli studi,	siccome {P} durante la guerra avevo dovuto interrompere gli studi,	siccome {P} durante la guerra avevo dovuto interrompere gli studi
397	TOI075	886.915	888.318	1.403	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	e quindi poi	e quindi poi	e quindi poi
398	TOI075	888.843	889.533	0.69	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	dopo::	dopo::	dopo
399	TOI075	889.773	892.87	3.097	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	xx potuto ho ripreso gli studi serali,	xx potuto ho ripreso gli studi serali,	xx potuto ho ripreso gli studi serali
400	TOI075	893.112	895.482	2.37	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	e ho preso il diploma da ragioniere	e ho preso il diploma da ragioniere	e ho preso il diploma da ragioniere
401	TOI075	895.866	898.324	2.458	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	e quindi dopo che ho preso il diploma	e quindi dopo che ho preso il diploma	e quindi dopo che ho preso il diploma
402	TOI075	898.353	901.464	3.111	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	ho cercato (.) così un impiego un po':	ho cercato {P} così un impiego un po':	ho cercato {P} così un impiego un po'
403	TOI075	901.841	905.504	3.663	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	8	un po' decente ((ride)) che mi permettesse di vivere	un po' decente {ride} che mi permettesse di vivere	un po' decente {ride} che mi permettesse di vivere
404	TOR001	904.191	904.699	0.508	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
405	TOR002	904.191	904.699	0.508	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
406	TOR001	905.738	906.302	0.564	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	cer[to]	cer[to]	certo
407	TOI075	906.119	906.835	0.716	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[e] quindi	[e] quindi	e quindi
408	TOI075	907.109	909.501	2.392	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	nel frattempo ho continuato così	nel frattempo ho continuato così	nel frattempo ho continuato così
409	TOI075	909.833	911.004	1.171	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	a vivere:	a vivere:	a vivere
410	TOI075	911.886	914.521	2.635	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	diciamo:: (.) un po' liberamente	diciamo:: {P} un po' liberamente	diciamo {P} un po' liberamente
411	TOI075	914.736	920.392	5.656	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	13	#quindi xx ero socio della famia turineisa ma poi (.) avevo tanti altri interessi	quindi xx ero socio della famia turineisa ma poi {P} avevo tanti altri interessi	quindi xx ero socio della famia turineisa ma poi {P} avevo tanti altri interessi
412	TOI075	920.629	923.137	2.508	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	seguivo il cinema:, tea[tro:]	seguivo il cinema:, tea[tro:]	seguivo il cinema teatro
413	TOR002	922.59	923.148	0.558	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmhmh]	[mhmhmh]	mhmhmh
414	TOI075	923.339	926.405	3.066	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	ero stato abbonato al teatro stabile	ero stato abbonato al teatro stabile	ero stato abbonato al teatro stabile
415	TOI075	926.807	929.409	2.602	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	poi ero appassionato di opera lirica	poi ero appassionato di opera lirica	poi ero appassionato di opera lirica
416	TOI075	929.93	931.825	1.895	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	tifoso del tori:no,	tifoso del tori:no,	tifoso del torino
417	TOR001	931.871	932.12	0.249	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
418	TOI075	931.871	932.12	0.249	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
419	TOI075	932.179	937.5	5.321	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	(quindi) sono stato anche tanti anni abbonati al al torino calcio	(quindi) sono stato anche tanti anni abbonati al al torino calcio	quindi sono stato anche tanti anni abbonati al al torino calcio
420	TOI075	937.85	940.187	2.337	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	insomma xx avevo diversi hobby	insomma xx avevo diversi hobby	insomma xx avevo diversi hobby
421	TOI075	940.491	946.079	5.588	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	divers(e) attività. non è che avessi (.) un'attività prema~ prevalente (così)	divers(e) attività. non è che avessi {P} un'attività prema~ prevalente (così)	diverse attività non è che avessi {P} un' attività prema~ prevalente così
422	TOR001	945.746	946.083	0.337	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
423	TOI075	946.275	948.905	2.63	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	5	ero un po' eclettico [diciamo] ((ride))	ero un po' eclettico [diciamo] {ride}	ero un po' eclettico diciamo {ride}
424	TOR001	947.91	948.915	1.005	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[tanti interessi]	[tanti interessi]	tanti interessi
425	TOR002	949.504	950.04	0.536	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
426	TOR002	950.336	955.32	4.984	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	ma insomma negli anni cinquanta sessanta si::: si parlava tanto il piemontese	ma insomma negli anni cinquanta sessanta si::: si parlava tanto il piemontese	ma insomma negli anni cinquanta sessanta si si parlava tanto il piemontese
427	TOI075	955.858	958.803	2.945	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	MA:H e::h in quel periodo c'è stato	MA:H e::h in quel periodo c'è stato	mah eh in quel periodo c' è stato
428	TOI075	959.087	961.617	2.53	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	molta immigrazione dal meridione	molta immigrazione dal meridione	molta immigrazione dal meridione
429	TOI075	961.805	964.325	2.52	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[quindi] il piemontese si è	[quindi] il piemontese si è	quindi il piemontese si è
430	TOR002	961.816	962.037	0.221	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
431	TOI075	964.418	967.098	2.68	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	xx gradualmente è quasi sparito	xx gradualmente è quasi sparito	xx gradualmente è quasi sparito
432	TOI075	967.448	972.911	5.463	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	xx come come adesso (.) quelli che parlano piemontese sono bestie ra:re	xx come come adesso {P} quelli che parlano piemontese sono bestie ra:re	xx come come adesso {P} quelli che parlano piemontese sono bestie rare
433	TOR002	973.315	974.016	0.701	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
434	TOI075	973.315	974.989	1.674	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[io sono] uno dei pochi	[io sono] uno dei pochi	io sono uno dei pochi
435	TOI075	975.166	981.193	6.027	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	15	ancora che sa parlare e SCRIVERE pe[rchè poi] (è) ancora più difficile scrivere in piemontese	ancora che sa parlare e SCRIVERE pe[rché poi] (è) ancora più difficile scrivere in piemontese	ancora che sa parlare e scrivere perché poi è ancora più difficile scrivere in piemontese
436	TOR002	977.714	978.256	0.542	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[e scrivere]	[e scrivere]	e scrivere
